id,title,rating,genre,runtime,age,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
205,Silkwood,R,Biography,long,41,mid,7.2,False,False,high,False,False,52.0,0,False,False,0.0,34.0,1,True,False,2.503
206,All the Right Moves,R,Drama,medium,41,mid,5.9,False,False,high,False,True,48.0,0,False,False,0.0,21.0,0,False,False,0.0
207,The Keep,R,Drama,medium,41,mid,5.7,False,False,low,False,False,40.0,1,True,False,2.0896209090909093,44.0,1,False,False,0.10486588235294117
208,Yentl,PG,Drama,long,41,mid,6.6,False,False,high,False,False,41.0,0,False,False,0.0,41.0,0,False,False,0.0
209,Fire and Ice,PG,Animation,short,41,mid,6.6,False,False,low,False,True,45.0,0,False,False,0.0,23.0,0,False,False,0.0
210,Yellowbeard,PG,Action,medium,41,low,6.0,False,False,low,False,True,37.0,0,False,False,0.0,42.0,0,False,False,0.0
211,The Meaning of Life,R,Comedy,medium,41,very-high,7.5,True,False,mid,False,True,41.0,0,False,False,0.0,44.0,0,False,False,0.0
212,Deathstalker,R,Action,short,41,low,4.6,False,True,high,False,True,32.0,0,False,False,0.0,30.0,0,False,False,0.0
213,Porky's II: The Next Day,R,Comedy,medium,41,mid,5.0,False,True,high,False,True,44.0,1,False,False,10.0,28.0,1,False,False,10.0
214,Something Wicked This Way Comes,PG,Other,medium,41,low,6.8,False,False,low,False,False,62.0,0,False,False,0.0,61.0,0,False,False,0.0
215,Star 80,R,Biography,medium,41,low,6.7,False,False,low,False,False,56.0,0,False,False,0.0,22.0,1,False,False,0.3545194375
216,Gorky Park,R,Crime,long,41,mid,6.7,False,False,mid,False,False,42.0,0,False,False,0.0,33.0,1,False,False,0.7529411764705882
217,Lone Wolf McQuade,PG,Action,medium,41,mid,6.3,False,False,mid,False,True,38.0,0,False,False,0.0,43.0,3,False,True,2.802034496296296
218,Losin' It,R,Comedy,medium,41,low,4.9,False,True,low,False,True,38.0,0,False,False,0.0,21.0,0,False,False,0.0
219,Screwballs,R,Comedy,short,41,low,4.7,False,True,mid,False,True,26.0,0,False,False,0.0,24.0,0,False,False,0.0
220,Brainstorm,PG,Other,medium,41,mid,6.4,False,False,low,False,False,41.0,0,False,False,0.0,40.0,0,False,False,0.0
221,Angel,R,Action,medium,41,low,5.7,False,False,high,False,True,53.0,0,False,False,0.0,47.0,0,False,False,0.0
222,10 to Midnight,R,Crime,medium,41,low,6.3,False,False,mid,False,True,69.0,0,False,False,0.0,62.0,1,False,False,8.05
223,Uncommon Valor,R,Action,medium,41,low,6.4,False,False,mid,False,False,52.0,1,True,False,8.347526933333333,53.0,2,False,False,1.1608014642857143
224,Mortuary,R,Horror,medium,41,low,5.2,False,True,high,False,True,56.0,0,False,False,0.0,22.0,0,False,False,0.0
225,Sahara,PG,Adventure,medium,41,low,5.0,False,True,low,False,False,63.0,0,False,False,0.0,18.0,1,False,False,10.0
226,Two of a Kind,PG,Comedy,short,41,low,4.7,False,True,mid,False,False,36.0,0,False,False,0.0,29.0,1,True,False,0.6666666666666666
227,Chained Heat,R,Action,medium,41,low,5.0,False,True,high,False,True,39.0,0,False,False,0.0,24.0,0,False,False,0.0
228,Spacehunter: Adventures in the Forbidden Zone,PG,Action,medium,41,low,5.5,False,False,mid,False,False,61.0,1,False,False,0.10486588235294117,36.0,0,False,False,0.0
229,High Road to China,PG,Adventure,medium,41,low,6.1,False,False,mid,False,False,54.0,0,False,False,0.0,38.0,0,False,False,0.0
230,Rock & Rule,PG,Animation,short,41,low,6.5,False,False,low,False,True,43.0,0,False,False,0.0,51.0,0,False,False,0.0
231,Hercules,PG,Adventure,medium,41,low,4.0,False,True,high,False,True,36.0,0,False,False,0.0,32.0,0,False,False,0.0
232,Under Fire,R,Drama,long,41,low,7.0,False,False,low,False,True,38.0,1,False,False,0.3085023333333333,42.0,2,False,False,3.520769205014749
233,Amityville 3-D,PG,Horror,medium,41,low,4.1,False,True,mid,False,True,67.0,0,False,False,0.0,44.0,0,False,False,0.0
234,The Osterman Weekend,R,Action,medium,41,low,5.9,False,False,low,False,True,58.0,0,False,False,0.0,39.0,0,False,False,0.0
235,Revenge of the Ninja,R,Action,medium,41,low,6.1,False,False,high,False,True,33.0,0,False,False,0.0,35.0,0,False,False,0.0
236,To Be or Not to Be,PG,Comedy,medium,41,mid,6.8,False,False,mid,False,True,46.0,0,False,False,0.0,57.0,1,False,False,2.8793551818181817
237,The Wicked Lady,R,Adventure,medium,41,low,4.7,False,True,low,False,True,48.0,1,False,False,8.05,42.0,1,False,False,3.8064522
238,Of Unknown Origin,R,Horror,short,41,low,6.1,False,False,low,False,True,42.0,0,False,False,0.0,36.0,0,False,False,0.0
239,Curse of the Pink Panther,PG,Comedy,medium,41,low,4.3,False,True,low,False,False,61.0,2,False,True,1.3741346666666665,73.0,0,False,False,0.0
240,D.C. Cab,R,Action,medium,41,low,5.5,False,False,mid,False,True,44.0,0,False,False,0.0,40.0,0,False,False,0.0
241,Beyond the Limit,R,Drama,medium,41,low,5.7,False,False,low,False,False,55.0,0,False,False,0.0,50.0,3,False,True,2.2357605114219115
242,The Survivors,R,Comedy,medium,41,low,5.8,False,False,mid,False,False,45.0,1,False,True,0.7144012727272727,63.0,0,False,False,0.0
243,The Lonely Lady,R,Drama,medium,41,low,3.0,False,True,low,False,True,48.0,0,False,False,0.0,29.0,0,False,False,0.0
244,The Man Who Loved Women,R,Comedy,medium,41,low,5.3,False,True,low,False,False,61.0,2,False,True,1.3741346666666665,47.0,3,False,False,2.8187329402116403
245,Nightmares,R,Horror,medium,41,low,5.8,False,False,mid,False,True,58.0,0,False,False,0.0,31.0,0,False,False,0.0
246,Deal of the Century,PG,Comedy,medium,41,low,4.6,False,True,mid,False,False,48.0,1,False,False,1.8013202727272728,40.0,4,False,True,2.97191734375
247,Eddie Macon's Run,PG,Action,medium,41,low,5.7,False,False,low,False,True,39.0,0,False,False,0.0,67.0,2,False,False,3.6450044761904765
248,Baby It's You,R,Comedy,medium,41,low,6.3,False,False,low,False,True,33.0,0,False,False,0.0,24.0,0,False,False,0.0
249,Love Letters,R,Drama,short,41,low,5.9,False,False,high,False,True,30.0,0,False,False,0.0,25.0,1,False,False,10.0
250,Get Crazy,R,Comedy,medium,41,low,6.7,False,False,low,False,True,35.0,1,False,True,0.179558,40.0,0,False,False,0.0
251,Nate and Hayes,PG,Action,medium,41,low,6.2,False,False,low,False,False,39.0,0,False,False,0.0,37.0,0,False,False,0.0
252,Getting It on,R,Comedy,medium,41,low,3.7,False,True,high,False,True,33.0,0,False,False,0.0,23.0,0,False,False,0.0
253,Lianna,R,Drama,medium,41,low,6.8,False,False,high,False,True,33.0,0,False,False,0.0,30.0,0,False,False,0.0
254,Lovesick,PG,Comedy,medium,41,low,5.2,False,True,mid,False,False,44.0,0,False,False,0.0,48.0,1,False,False,10.0
255,Running Brave,PG,Biography,medium,41,low,6.7,False,False,low,False,True,45.0,0,False,False,0.0,27.0,0,False,False,0.0
256,Trenchcoat,PG,Comedy,medium,41,low,5.3,False,True,low,False,True,51.0,0,False,False,0.0,35.0,0,False,False,0.0
257,My Brother's Wedding,Unrated,Drama,medium,41,low,7.2,False,False,low,False,True,39.0,0,False,False,0.0,16.0,0,False,False,0.0
258,The Terminator,R,Action,medium,40,very-high,8.0,True,False,high,False,True,30.0,0,False,False,0.0,37.0,1,False,False,3.44257375
259,Dune,PG-13,Action,long,40,very-high,6.5,False,False,low,False,False,38.0,0,False,False,0.0,25.0,0,False,False,0.0
260,Ghostbusters,PG,Action,medium,40,very-high,7.8,True,False,high,False,False,38.0,1,False,False,8.5297,34.0,1,False,False,8.5297
261,The Karate Kid,PG,Action,long,40,very-high,7.3,False,False,high,False,True,49.0,1,False,False,3.5195537647058823,23.0,0,False,False,0.0
262,Once Upon a Time in America,R,Crime,long,40,very-high,8.4,True,False,low,False,False,55.0,0,False,False,0.0,41.0,3,True,False,0.9039915111111111
263,Police Academy,R,Comedy,medium,40,very-high,6.7,False,False,high,False,True,41.0,0,False,False,0.0,26.0,1,False,False,2.8199906
264,Indiana Jones and the Temple of Doom,PG,Action,medium,40,very-high,7.5,True,False,high,False,False,38.0,2,True,False,10.0,42.0,2,True,False,5.744229964285714
265,Body Double,R,Crime,medium,40,mid,6.8,False,False,low,False,False,44.0,3,True,False,2.7365310827350426,30.0,0,False,False,0.0
266,A Nightmare on Elm Street,R,Horror,medium,40,very-high,7.5,True,False,high,False,True,45.0,1,False,False,3.3116168,20.0,0,False,False,0.0
267,Amadeus,PG,Biography,long,40,very-high,8.3,True,False,mid,False,False,52.0,0,False,False,0.0,45.0,0,False,False,0.0
268,Beverly Hills Cop,R,Action,medium,40,very-high,7.3,False,False,high,False,False,33.0,0,False,False,0.0,23.0,1,True,False,6.026986666666667
269,Red Dawn,PG-13,Action,medium,40,high,6.4,False,False,mid,False,False,40.0,1,False,False,3.44257375,32.0,0,False,False,0.0
270,The NeverEnding Story,PG,Adventure,medium,40,very-high,7.4,True,False,low,False,False,43.0,0,False,False,0.0,13.0,0,False,False,0.0
271,Footloose,PG,Drama,medium,40,high,6.6,False,False,high,False,True,57.0,1,False,False,0.41687677272727275,26.0,0,False,False,0.0
272,Revenge of the Nerds,R,Comedy,medium,40,high,6.6,False,False,high,False,True,40.0,1,False,False,0.2525382,30.0,0,False,False,0.0
273,Gremlins,PG,Comedy,medium,40,very-high,7.3,False,False,high,False,False,38.0,1,False,False,10.0,20.0,0,False,False,0.0
274,Romancing the Stone,PG,Action,medium,40,high,6.9,False,False,high,False,False,32.0,0,False,False,0.0,40.0,0,False,False,0.0
275,Streets of Fire,PG,Action,medium,40,mid,6.7,False,False,low,False,False,42.0,2,False,False,4.075947283333333,26.0,0,False,False,0.0
276,Sixteen Candles,PG,Comedy,medium,40,very-high,7.0,False,False,high,False,True,34.0,0,False,False,0.0,16.0,0,False,False,0.0
277,This Is Spinal Tap,R,Comedy,short,40,very-high,7.9,True,False,mid,False,True,37.0,0,False,False,0.0,37.0,0,False,False,0.0
278,Top Secret!,PG,Comedy,medium,40,high,7.2,False,False,mid,False,True,40.0,1,True,False,10.0,25.0,0,False,False,0.0
279,Conan the Destroyer,PG,Action,medium,40,high,5.9,False,False,mid,False,False,68.0,1,False,True,1.0555225,37.0,1,False,False,3.44257375
280,Children of the Corn,R,Horror,medium,40,mid,5.6,False,False,high,False,True,33.0,0,False,False,0.0,31.0,0,False,False,0.0
281,The Last Starfighter,PG,Action,medium,40,mid,6.8,False,False,mid,False,False,37.0,0,False,False,0.0,24.0,0,False,False,0.0
282,Splash,PG,Comedy,medium,40,high,6.3,False,False,high,False,True,30.0,0,False,False,0.0,28.0,0,False,False,0.0
283,Blood Simple,R,Crime,medium,40,high,7.6,True,False,mid,False,True,30.0,0,False,False,0.0,38.0,0,False,False,0.0
284,The Natural,PG,Drama,long,40,mid,7.5,True,False,mid,False,False,42.0,1,False,False,2.8199906,48.0,1,False,False,4.124634222222222
285,Bachelor Party,R,Comedy,medium,40,mid,6.3,False,False,high,False,True,39.0,0,False,False,0.0,28.0,0,False,False,0.0
286,Nausicaä of the Valley of the Wind,PG,Animation,medium,40,very-high,8.1,True,False,high,False,True,43.0,0,False,False,0.0,30.0,0,False,False,0.0
287,Friday the 13th: the Final Chapter,R,Horror,medium,40,mid,6.0,False,False,high,False,True,38.0,0,False,False,0.0,28.0,0,False,False,0.0
288,Against All Odds,R,Action,long,40,mid,5.9,False,False,mid,False,False,40.0,1,False,False,10.0,27.0,0,False,False,0.0
289,Supergirl,PG,Action,long,40,mid,4.4,False,True,low,False,False,45.0,1,False,False,1.9038425490196078,21.0,0,False,False,0.0
290,The Bounty,PG,Adventure,long,40,mid,7.0,False,False,low,False,False,39.0,0,False,False,0.0,28.0,2,True,False,4.340057974358975
291,Firestarter,R,Action,medium,40,mid,6.1,False,False,mid,False,False,38.0,0,False,False,0.0,9.0,0,False,False,0.0
292,C.H.U.D.,R,Horror,short,40,mid,5.6,False,False,high,False,True,26.0,0,False,False,0.0,38.0,0,False,False,0.0
293,The Woman in Red,PG-13,Comedy,short,40,mid,6.0,False,False,mid,False,True,51.0,0,False,False,0.0,51.0,0,False,False,0.0
294,Star Trek III: The Search for Spock,PG,Action,medium,40,high,6.7,False,False,high,False,False,53.0,0,False,False,0.0,53.0,1,True,False,7.0458002678571425
295,Repo Man,R,Action,medium,40,mid,6.9,False,False,low,False,True,30.0,0,False,False,0.0,58.0,0,False,False,0.0
296,2010: the Year We Make Contact,PG,Adventure,medium,40,high,6.8,False,False,mid,False,False,41.0,1,False,False,1.0859121875,52.0,2,False,False,1.2606644863636363
297,The Killing Fields,R,Biography,long,40,high,7.8,True,False,mid,False,False,39.0,0,False,False,0.0,44.0,0,False,False,0.0
298,The Cotton Club,R,Crime,long,40,mid,6.5,False,False,low,False,False,45.0,3,False,False,0.947901617948718,35.0,3,False,False,5.7976441166666675
299,Starman,PG,Other,medium,40,mid,7.0,False,False,mid,False,False,36.0,4,True,False,4.420757439175258,35.0,3,True,False,1.456599562091503
300,Night of the Comet,PG-13,Comedy,medium,40,mid,6.4,False,False,high,False,True,37.0,0,False,False,0.0,25.0,0,False,False,0.0
301,The Philadelphia Experiment,PG,Adventure,medium,40,mid,6.1,False,False,low,False,False,42.0,0,False,False,0.0,26.0,0,False,False,0.0
302,Bolero,R,Comedy,medium,40,low,3.0,False,True,mid,False,True,58.0,1,False,True,5.625427692307692,28.0,1,False,True,5.625427692307692
303,Cannonball Run II,PG,Action,medium,40,mid,5.1,False,True,mid,False,False,53.0,2,False,True,2.1468782805555557,48.0,4,False,True,2.258322599895572
304,Stranger Than Paradise,R,Comedy,short,40,mid,7.5,True,False,high,False,True,31.0,0,False,False,0.0,32.0,0,False,False,0.0
305,The Ice Pirates,PG,Action,medium,40,mid,5.7,False,False,mid,False,True,42.0,0,False,False,0.0,38.0,0,False,False,0.0
306,A Passage to India,PG,Adventure,long,40,mid,7.3,False,False,mid,False,False,76.0,0,False,False,0.0,29.0,0,False,False,0.0
307,Purple Rain,R,Drama,medium,40,mid,6.5,False,False,high,False,True,31.0,0,False,False,0.0,26.0,0,False,False,0.0
308,The Hotel New Hampshire,R,Comedy,medium,40,low,6.0,False,False,low,False,True,11.0,1,False,False,0.2781219545454545,20.0,0,False,False,0.0
309,Sheena,PG,Adventure,medium,40,low,4.9,False,True,low,False,False,59.0,0,False,False,0.0,35.0,0,False,False,0.0
310,Missing in Action,R,Action,medium,40,mid,5.5,False,False,high,False,True,38.0,0,False,False,0.0,44.0,4,False,True,2.7131572722222224
311,"Greystoke: The Legend of Tarzan, Lord of the Apes",PG,Adventure,long,40,mid,6.4,False,False,mid,False,False,48.0,1,False,False,10.0,27.0,0,False,False,0.0
312,Falling in Love,PG-13,Drama,medium,40,mid,6.5,False,False,low,False,False,55.0,1,False,False,1.2850276,41.0,3,True,False,0.9039915111111111
313,Birdy,R,Drama,long,40,mid,7.3,False,False,low,False,False,40.0,2,True,False,1.311803875,25.0,0,False,False,0.0
314,The Company of Wolves,R,Drama,medium,40,mid,6.7,False,False,mid,False,True,34.0,0,False,False,0.0,12.0,0,False,False,0.0
315,Racing with the Moon,PG,Comedy,medium,40,low,6.7,False,False,low,False,True,46.0,0,False,False,0.0,24.0,1,False,False,6.02064
316,"Silent Night, Deadly Night",R,Horror,short,40,mid,5.9,False,False,mid,False,True,41.0,0,False,False,0.0,59.0,0,False,False,0.0
317,The Pope of Greenwich Village,R,Action,long,40,low,6.7,False,False,low,False,True,57.0,1,False,False,4.124634222222222,28.0,0,False,False,0.0
318,Rhinestone,PG,Comedy,medium,40,low,3.9,False,True,low,False,False,45.0,3,True,True,7.150811783993784,38.0,3,True,False,6.561546362091502
319,Swing Shift,PG,Drama,medium,40,low,5.9,False,False,low,False,False,40.0,1,False,False,0.6156414285714286,39.0,1,False,False,6.9847348
320,Beat Street,PG,Drama,medium,40,low,6.5,False,False,mid,False,True,39.0,0,False,False,0.0,23.0,0,False,False,0.0
321,The Razor's Edge,PG-13,Drama,long,40,low,6.6,False,False,low,False,False,37.0,0,False,False,0.0,34.0,1,False,False,8.5297
322,Moscow on the Hudson,R,Comedy,medium,40,mid,6.5,False,False,mid,False,False,54.0,2,False,False,0.5925094230769231,33.0,2,False,True,2.119463336764706
323,The Evil That Men Do,R,Action,medium,40,low,6.0,False,False,mid,False,True,70.0,1,False,False,1.5875203539823008,63.0,2,False,False,4.818760176991151
324,Firstborn,R,Drama,medium,40,low,6.2,False,False,low,False,True,43.0,1,False,False,1.0570685333333334,37.0,0,False,False,0.0
325,Teachers,R,Comedy,medium,40,low,6.1,False,False,high,False,True,61.0,0,False,False,0.0,43.0,3,False,False,2.5470528384308855
326,The River,PG-13,Drama,long,40,low,6.3,False,False,low,False,False,55.0,0,False,False,0.0,28.0,2,True,False,4.340057974358975
327,A Soldier's Story,PG,Crime,medium,40,low,7.2,False,False,high,False,True,58.0,1,False,False,2.4547468666666665,34.0,0,False,False,0.0
328,Irreconcilable Differences,PG,Comedy,medium,40,low,5.8,False,False,mid,False,True,43.0,0,False,False,0.0,43.0,1,False,True,1.010483
329,City Heat,PG,Action,medium,40,low,5.5,False,False,mid,False,False,46.0,0,False,False,0.0,54.0,5,False,False,3.2715470987101787
330,Flashpoint,R,Action,medium,40,low,6.4,False,False,low,False,False,42.0,0,False,False,0.0,48.0,1,False,False,0.07919370454545455
331,Lust in the Dust,R,Comedy,short,40,low,6.4,False,False,low,False,True,46.0,0,False,False,0.0,53.0,0,False,False,0.0
332,Thief of Hearts,Unrated,Crime,medium,40,low,5.8,False,False,mid,False,True,44.0,0,False,False,0.0,28.0,0,False,False,0.0
333,The Brother from Another Planet,R,Comedy,medium,40,low,6.8,False,False,high,False,True,34.0,2,False,False,2.862697,37.0,0,False,False,0.0
334,Broadway Danny Rose,PG,Comedy,short,40,mid,7.4,True,False,mid,False,True,49.0,1,False,False,1.0389003,49.0,1,False,False,1.0389003
335,Best Defense,R,Comedy,medium,40,low,3.8,False,True,mid,False,False,39.0,0,False,False,0.0,49.0,2,False,True,5.503529900990099
336,Micki + Maude,PG-13,Comedy,medium,40,low,6.0,False,False,mid,False,False,62.0,4,False,True,0.9334308189792663,49.0,2,False,True,5.503529900990099
337,Protocol,PG,Comedy,medium,40,low,5.5,False,False,mid,False,False,57.0,1,False,False,0.41687677272727275,39.0,1,False,False,6.9847348
338,Choose Me,R,Comedy,medium,40,low,6.8,False,False,high,False,True,41.0,0,False,False,0.0,42.0,0,False,False,0.0
339,Unfaithfully Yours,PG,Comedy,medium,40,low,6.0,False,False,mid,False,False,57.0,1,False,False,6.9847348,49.0,2,False,True,5.503529900990099
340,Impulse,R,Horror,medium,40,low,5.9,False,False,low,False,False,46.0,1,False,False,4.0942764,37.0,0,False,False,0.0
341,Mrs. Soffel,PG-13,Drama,medium,40,low,6.1,False,False,low,False,False,34.0,0,False,False,0.0,38.0,0,False,False,0.0
342,Give My Regards to Broad Street,PG,Drama,medium,40,low,5.2,False,True,low,False,True,42.0,0,False,False,0.0,42.0,0,False,False,0.0
343,Finders Keepers,R,Comedy,medium,40,low,5.4,False,True,low,False,True,52.0,2,False,True,1.7703172307692308,29.0,0,False,False,0.0
344,Crackers,PG,Adventure,medium,40,low,5.2,False,True,low,False,False,52.0,0,False,False,0.0,49.0,1,True,False,9.1278205
345,Mike's Murder,R,Drama,medium,40,low,5.8,False,False,low,False,True,48.0,0,False,False,0.0,29.0,0,False,False,0.0
346,The Bear,PG,Biography,medium,40,low,6.1,False,False,high,False,True,54.0,0,False,False,0.0,40.0,0,False,False,0.0
347,Almost You,R,Comedy,medium,40,low,5.1,False,True,low,False,True,28.0,0,False,False,0.0,35.0,0,False,False,0.0
348,Weird Science,PG-13,Comedy,medium,39,high,6.6,False,False,high,False,True,35.0,1,False,False,3.644004153846154,17.0,0,False,False,0.0
349,The Goonies,PG,Adventure,medium,39,very-high,7.8,True,False,high,False,False,55.0,1,False,False,2.771650411764706,14.0,0,False,False,0.0
350,Back to the Future,PG,Adventure,medium,39,very-high,8.5,True,False,high,False,False,33.0,1,False,False,8.6572238,24.0,0,False,False,0.0
351,To Live and Die in L.A.,R,Action,medium,39,mid,7.3,False,False,mid,False,True,50.0,2,False,True,1.4191391863636365,32.0,0,False,False,0.0
352,Clue,PG,Comedy,medium,39,high,7.3,False,False,low,False,False,42.0,0,False,False,0.0,53.0,0,False,False,0.0
